name,description,image,external_url,attributes[artist],attributes[burn_date],attributes[burn_location],attributes[technique],attributes[curves],width,height,id,cnt,light_x,bgcolor__001,bgcolor__002,bgcolor__003
Mi Cisne Maceta,"Consuelo Vidal is an argentinian artist. She studied fine arts and states that her inspiration comes directly from her surroundings: nature, her neighborhood, shrines, popular art and the beauty present in everyday things.",10-83.png,https://www.sublim.art/artwork/mi-cisne-maceta@consuelo_vidal,Consuelo Vidal,2022-10-14,Buenos Aires,Watercolor and acrylic on paper,12,8.5,6,10,83,-0.18397660506889224,255,241,222
De Aires,"Carlos Muslera was born in Buenos Aires in 1961, and he started drawing, painting and engraving at the age of 11. He claims that his main inspirations come from city dwellers, men-shaped landscapes and abandoned objects left to derelict. His work has been exhibited in Argentina, United States, and Europe.",25-95.png,https://www.sublim.art/artwork/de-aires@carlos_muslera,Carlos Muslera,2022-11-11,Buenos Aires,Color pencil on canvas,16,7.5,8,25,95,0.1358169480226934,137,143,128
Sagrado y Cotidiano,"Consuelo Vidal is an argentinian artist. She studied fine arts and states that her inspiration comes directly from her surroundings: nature, her neighborhood, shrines, popular art and the beauty present in everyday things.",12-6.png,https://www.sublim.art/artwork/sagrado-y-cotidiano@consuelo_vidal,Consuelo Vidal,2022-10-14,Buenos Aires,Acrylic on paper,10,9,5,12,6,-0.16143920505419374,168,141,90
Abrazo Taurino,"Florencia Giovanni Pacini is an Argentinian artist whose work has been exhibited in several national galleries. Merging both neo-romanticism and magical realism, she describes her work as figurative, poetic, narrative and dramatic, as well as being driven by feminism and ecology.",4-33.png,https://www.sublim.art/artwork/abrazo-taurino@flo_giovanni_pacini,Flo Giovanni Pacini,2022-09-16,Buenos Aires,Oil on canvas,14,8.5,7,4,33,-0.09028082061558962,130,101,86
Refracción,"Carlos Muslera was born in Buenos Aires in 1961, and he started drawing, painting and engraving at the age of 11. He claims that his main inspirations come from city dwellers, men-shaped landscapes and abandoned objects left to derelict. His work has been exhibited in Argentina, United States, and Europe.",27-82.png,https://www.sublim.art/artwork/refraccion@carlos_muslera,Carlos Muslera,2022-11-07,Buenos Aires,Color pencil on canvas,12,5,6,27,82,0.7556113773025572,255,252,244
De Aires,"Carlos Muslera was born in Buenos Aires in 1961, and he started drawing, painting and engraving at the age of 11. He claims that his main inspirations come from city dwellers, men-shaped landscapes and abandoned objects left to derelict. His work has been exhibited in Argentina, United States, and Europe.",25-92.png,https://www.sublim.art/artwork/de-aires@carlos_muslera,Carlos Muslera,2022-11-11,Buenos Aires,Color pencil on canvas,16,7.5,8,25,92,0.8838149523362517,122,127,120
Mi Cisne Maceta,"Consuelo Vidal is an argentinian artist. She studied fine arts and states that her inspiration comes directly from her surroundings: nature, her neighborhood, shrines, popular art and the beauty present in everyday things.",10-55.png,https://www.sublim.art/artwork/mi-cisne-maceta@consuelo_vidal,Consuelo Vidal,2022-10-14,Buenos Aires,Watercolor and acrylic on paper,10,8,5,10,55,-0.07614513160660863,187,157,138
De Aires,"Carlos Muslera was born in Buenos Aires in 1961, and he started drawing, painting and engraving at the age of 11. He claims that his main inspirations come from city dwellers, men-shaped landscapes and abandoned objects left to derelict. His work has been exhibited in Argentina, United States, and Europe.",25-1.png,https://www.sublim.art/artwork/de-aires@carlos_muslera,Carlos Muslera,2022-11-11,Buenos Aires,Color pencil on canvas,12,8,6,25,1,0.6128258123062551,170,175,155
Sagrado y Cotidiano,"Consuelo Vidal is an argentinian artist. She studied fine arts and states that her inspiration comes directly from her surroundings: nature, her neighborhood, shrines, popular art and the beauty present in everyday things.",12-57.png,https://www.sublim.art/artwork/sagrado-y-cotidiano@consuelo_vidal,Consuelo Vidal,2022-10-14,Buenos Aires,Acrylic on paper,10,5,5,12,57,-0.382425501011312,255,227,156
Gracias Gauchito,"Consuelo Vidal is an argentinian artist. She studied fine arts and states that her inspiration comes directly from her surroundings: nature, her neighborhood, shrines, popular art and the beauty present in everyday things.",11-67.png,https://www.sublim.art/artwork/gacias-gauchito@consuelo_vidal,Consuelo Vidal,2022-10-14,Buenos Aires,Acrylic on paper,14,7,7,11,67,0.5769221726804972,107,142,156
Sagrado y Cotidiano,"Consuelo Vidal is an argentinian artist. She studied fine arts and states that her inspiration comes directly from her surroundings: nature, her neighborhood, shrines, popular art and the beauty present in everyday things.",12-15.png,https://www.sublim.art/artwork/sagrado-y-cotidiano@consuelo_vidal,Consuelo Vidal,2022-10-14,Buenos Aires,Acrylic on paper,16,8.5,8,12,15,-0.46689429599791765,238,204,158
Lo Abierto,"Florencia Giovanni Pacini is an Argentinian artist whose work has been exhibited in several national galleries. Merging both neo-romanticism and magical realism, she describes her work as figurative, poetic, narrative and dramatic, as well as being driven by feminism and ecology.",5-84.png,https://www.sublim.art/artwork/lo-abierto@flo_giovanni_pacini,Flo Giovanni Pacini,2022-09-16,Buenos Aires,Oil on canvas,14,6,7,5,84,0.6361491838470101,160,142,130
Refracción,"Carlos Muslera was born in Buenos Aires in 1961, and he started drawing, painting and engraving at the age of 11. He claims that his main inspirations come from city dwellers, men-shaped landscapes and abandoned objects left to derelict. His work has been exhibited in Argentina, United States, and Europe.",27-60.png,https://www.sublim.art/artwork/refraccion@carlos_muslera,Carlos Muslera,2022-11-07,Buenos Aires,Color pencil on canvas,12,7,6,27,60,0.10093429870903492,162,155,149
De Materia,"Carlos Muslera was born in Buenos Aires in 1961, and he started drawing, painting and engraving at the age of 11. He claims that his main inspirations come from city dwellers, men-shaped landscapes and abandoned objects left to derelict. His work has been exhibited in Argentina, United States, and Europe.",26-83.png,https://www.sublim.art/artwork/de-materia@carlos_muslera,Carlos Muslera,2022-11-11,Buenos Aires,Color pencil on canvas,12,6,6,26,83,-0.8746570330113173,118,126,130
Moldear,"Florencia Giovanni Pacini is an Argentinian artist whose work has been exhibited in several national galleries. Merging both neo-romanticism and magical realism, she describes her work as figurative, poetic, narrative and dramatic, as well as being driven by feminism and ecology.",6-12.png,https://www.sublim.art/artwork/moldear@flo_giovanni_pacini,Flo Giovanni Pacini,2022-09-16,Buenos Aires,Oil on canvas,10,6,5,6,12,0.6830468056723475,108,109,106
Abrazo Taurino,"Florencia Giovanni Pacini is an Argentinian artist whose work has been exhibited in several national galleries. Merging both neo-romanticism and magical realism, she describes her work as figurative, poetic, narrative and dramatic, as well as being driven by feminism and ecology.",4-9.png,https://www.sublim.art/artwork/abrazo-taurino@flo_giovanni_pacini,Flo Giovanni Pacini,2022-09-16,Buenos Aires,Oil on canvas,10,5,5,4,9,-0.6949525172822177,186,151,128
Sagrado y Cotidiano,"Consuelo Vidal is an argentinian artist. She studied fine arts and states that her inspiration comes directly from her surroundings: nature, her neighborhood, shrines, popular art and the beauty present in everyday things.",12-78.png,https://www.sublim.art/artwork/sagrado-y-cotidiano@consuelo_vidal,Consuelo Vidal,2022-10-14,Buenos Aires,Acrylic on paper,12,6.5,6,12,78,-0.1272531682625413,255,230,156
Sagrado y Cotidiano,"Consuelo Vidal is an argentinian artist. She studied fine arts and states that her inspiration comes directly from her surroundings: nature, her neighborhood, shrines, popular art and the beauty present in everyday things.",12-61.png,https://www.sublim.art/artwork/sagrado-y-cotidiano@consuelo_vidal,Consuelo Vidal,2022-10-14,Buenos Aires,Acrylic on paper,14,7.5,7,12,61,0.733879329636693,151,131,100
Abrazo Taurino,"Florencia Giovanni Pacini is an Argentinian artist whose work has been exhibited in several national galleries. Merging both neo-romanticism and magical realism, she describes her work as figurative, poetic, narrative and dramatic, as well as being driven by feminism and ecology.",4-23.png,https://www.sublim.art/artwork/abrazo-taurino@flo_giovanni_pacini,Flo Giovanni Pacini,2022-09-16,Buenos Aires,Oil on canvas,16,5,8,4,23,0.9359070262871683,136,117,112
Moldear,"Florencia Giovanni Pacini is an Argentinian artist whose work has been exhibited in several national galleries. Merging both neo-romanticism and magical realism, she describes her work as figurative, poetic, narrative and dramatic, as well as being driven by feminism and ecology.",6-40.png,https://www.sublim.art/artwork/moldear@flo_giovanni_pacini,Flo Giovanni Pacini,2022-09-16,Buenos Aires,Oil on canvas,12,6.5,6,6,40,-0.9372974238358438,158,159,155
Lo Abierto,"Florencia Giovanni Pacini is an Argentinian artist whose work has been exhibited in several national galleries. Merging both neo-romanticism and magical realism, she describes her work as figurative, poetic, narrative and dramatic, as well as being driven by feminism and ecology.",5-4.png,https://www.sublim.art/artwork/lo-abierto@flo_giovanni_pacini,Flo Giovanni Pacini,2022-09-16,Buenos Aires,Oil on canvas,14,8,7,5,4,0.4765775497071445,247,210,187
Moldear,"Florencia Giovanni Pacini is an Argentinian artist whose work has been exhibited in several national galleries. Merging both neo-romanticism and magical realism, she describes her work as figurative, poetic, narrative and dramatic, as well as being driven by feminism and ecology.",6-25.png,https://www.sublim.art/artwork/moldear@flo_giovanni_pacini,Flo Giovanni Pacini,2022-09-16,Buenos Aires,Oil on canvas,12,7.5,6,6,25,0.2521730223670602,115,112,108
Mi Cisne Maceta,"Consuelo Vidal is an argentinian artist. She studied fine arts and states that her inspiration comes directly from her surroundings: nature, her neighborhood, shrines, popular art and the beauty present in everyday things.",10-34.png,https://www.sublim.art/artwork/mi-cisne-maceta@consuelo_vidal,Consuelo Vidal,2022-10-14,Buenos Aires,Watercolor and acrylic on paper,12,7.5,6,10,34,-0.04753555217757821,117,122,117
Sagrado y Cotidiano,"Consuelo Vidal is an argentinian artist. She studied fine arts and states that her inspiration comes directly from her surroundings: nature, her neighborhood, shrines, popular art and the beauty present in everyday things.",12-82.png,https://www.sublim.art/artwork/sagrado-y-cotidiano@consuelo_vidal,Consuelo Vidal,2022-10-14,Buenos Aires,Acrylic on paper,12,7.5,6,12,82,0.46027459716424346,255,247,203
Mi Cisne Maceta,"Consuelo Vidal is an argentinian artist. She studied fine arts and states that her inspiration comes directly from her surroundings: nature, her neighborhood, shrines, popular art and the beauty present in everyday things.",10-13.png,https://www.sublim.art/artwork/mi-cisne-maceta@consuelo_vidal,Consuelo Vidal,2022-10-14,Buenos Aires,Watercolor and acrylic on paper,16,8,8,10,13,0.6120384195819497,255,237,223
Gracias Gauchito,"Consuelo Vidal is an argentinian artist. She studied fine arts and states that her inspiration comes directly from her surroundings: nature, her neighborhood, shrines, popular art and the beauty present in everyday things.",11-59.png,https://www.sublim.art/artwork/gacias-gauchito@consuelo_vidal,Consuelo Vidal,2022-10-14,Buenos Aires,Acrylic on paper,10,8.5,5,11,59,-0.28943054657429457,165,202,218
Moldear,"Florencia Giovanni Pacini is an Argentinian artist whose work has been exhibited in several national galleries. Merging both neo-romanticism and magical realism, she describes her work as figurative, poetic, narrative and dramatic, as well as being driven by feminism and ecology.",6-81.png,https://www.sublim.art/artwork/moldear@flo_giovanni_pacini,Flo Giovanni Pacini,2022-09-16,Buenos Aires,Oil on canvas,16,7.5,8,6,81,0.8709798404015601,172,173,170
Sagrado y Cotidiano,"Consuelo Vidal is an argentinian artist. She studied fine arts and states that her inspiration comes directly from her surroundings: nature, her neighborhood, shrines, popular art and the beauty present in everyday things.",12-35.png,https://www.sublim.art/artwork/sagrado-y-cotidiano@consuelo_vidal,Consuelo Vidal,2022-10-14,Buenos Aires,Acrylic on paper,14,8,7,12,35,0.518129042815417,157,135,98
